date,code,volume,pctChg
2020-04-22,sz.000027,5934276,0.566000
2020-04-23,sz.000027,6339366,0.000000
2020-04-24,sz.000027,4872672,-0.750500
2020-04-27,sz.000027,5404227,0.000000
2020-04-28,sz.000027,11454516,1.512300
2020-04-29,sz.000027,7824530,0.558700
2020-04-30,sz.000027,16323083,1.666700
2020-05-06,sz.000027,11997995,0.182200
2020-05-07,sz.000027,9358082,-0.909100
2020-05-08,sz.000027,6722356,0.000000
2020-05-11,sz.000027,6914439,0.367000
2020-05-12,sz.000027,6660742,-0.548400
2020-05-13,sz.000027,3901499,0.000000
2020-05-14,sz.000027,6577940,-1.286800
2020-05-15,sz.000027,15807342,2.048400
2020-05-18,sz.000027,12066505,-0.912400
2020-05-19,sz.000027,5300568,0.000000
2020-05-20,sz.000027,6585773,0.184200
2020-05-21,sz.000027,5473166,-0.919100
2020-05-22,sz.000027,5761630,-1.298700
2020-05-25,sz.000027,4745979,0.563900
2020-05-26,sz.000027,4147379,0.560800
2020-05-27,sz.000027,4326861,0.000000
2020-05-28,sz.000027,5274877,0.929400
2020-05-29,sz.000027,9828396,1.289100
2020-06-01,sz.000027,9702381,0.545500
2020-06-02,sz.000027,7845668,0.180800
2020-06-03,sz.000027,6418708,-1.083000
2020-06-04,sz.000027,6322745,0.547400
2020-06-05,sz.000027,4958605,0.000000
2020-06-08,sz.000027,7128047,0.181500
2020-06-09,sz.000027,7543003,0.543500
2020-06-10,sz.000027,6833736,-0.900900
2020-06-11,sz.000027,8659028,-0.881100
2020-06-12,sz.000027,9498378,-0.888900
2020-06-15,sz.000027,9010375,-1.121100
2020-06-16,sz.000027,6753861,0.907000
2020-06-17,sz.000027,7058013,0.674200
2020-06-18,sz.000027,10733913,1.785700
2020-06-19,sz.000027,11546174,-0.219300
2020-06-22,sz.000027,34781693,4.835200
2020-06-23,sz.000027,25253042,0.419300
2020-06-24,sz.000027,14326050,-1.461400
2020-06-29,sz.000027,16454417,-2.118600
2020-06-30,sz.000027,10633704,0.432900
2020-07-01,sz.000027,12082472,0.646600
2020-07-02,sz.000027,22495111,2.783700
2020-07-03,sz.000027,27294675,2.291700
2020-07-06,sz.000027,51639322,6.721000
2020-07-07,sz.000027,48914911,-0.572500
2020-07-08,sz.000027,32882744,1.535500
2020-07-09,sz.000027,34378142,0.756100
2020-07-10,sz.000027,73931273,6.941800
2020-07-13,sz.000027,66716289,7.017500
2020-07-14,sz.000027,52540055,-3.114800
2020-07-15,sz.000027,42277800,0.000000
2020-07-16,sz.000027,47764231,-5.583800
2020-07-17,sz.000027,32757405,-1.254500
2020-07-20,sz.000027,35460819,5.263200
2020-07-21,sz.000027,27332161,0.344800
